(0)number, (1)prod_id,(2)prod_name,(3)prod_descr,(4)source,(5)img_path,(6)my_img_path,(7)price,(8)in_stock, (9)needed_stock, (10)location
286,am-2281a,Hex Planetary Gearmotor Kit,This kit will get you familiar with our PG Series gearmotors. The bundle includes one of each ratio gearmotor in 0.375 in. hex output as well as the hardware to mount and use all three. Hubs :  sproc...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/hex-planetary-gearmotor-kit/am_2281a/5bd497b561a10d27d24333d5/large_thumb.jpg?c=1540659125,AndyMark/am-2281a.jpg,350.0,0.0,0.0,null
287,am-3212,Sensor Screen,Whether in the shop or in the field :  when you need to check sensor functionality the Sensor Screen will help. This self-contained device will let you plug in robot sensors and view their readouts s...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/sensor-screen/5bd36b6861a10d295496458f/large_thumb.jpg?c=1540582248,AndyMark/am-3212.jpg,69.0,0.0,0.0,null
288,am-2215,Crimp Tool :  10 in. for insulated terminals,This is a crimping tool for 2 piece insulated terminals and connectors with a single crimp or a 3 piece insulated disconnector with a double crimp.,1,https://andymark-weblinc.netdna-ssl.com/product_images/crimp-tool-10-in-for-insulated-terminals/am_2215/5bd497a961a10d27d24333aa/large_thumb.jpg?c=1540659113,AndyMark/am-2215.jpg,45.0,0.0,0.0,null
289,am-3548,Harness Cable for Bosch Seat Motor,This Harness Cable is for the Bosch seat motor :  am-3493. The harness and motor can be bought together as am-3564 at a discount.,1,https://andymark-weblinc.netdna-ssl.com/product_images/harness-cable-for-bosch-seat-motor/5bdc51d261a10d06db43d19c/large_thumb.jpg?c=1541165522,AndyMark/am-3548.jpg,4.0,0.0,0.0,null
290,am-0894,Alligator Clips :  8 clips :  4 pins :  for Plaction ...,This product contains 8 Alligator Clips and 4 Pins :  to create your own connections for tread. It will cover the needs for 4 complete Plaction wheels :  or 4 connections in general. Here at AndyMar...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/alligator-clips-8-clips-4-pins-for-plaction-wheel-tread/am_0894/5bd3e31f61a10d27d24332a4/large_thumb.jpg?c=1540612895,AndyMark/am-0894.jpg,5.0,0.0,0.0,null
291,am-3424,Spacer :  Aluminum :  1/4 id :  5/16 od x 1/4 long,This aluminum spacer makes up part of the hardware included in a TileRunner,1,https://andymark-weblinc.netdna-ssl.com/product_images/spacer-aluminum-1-4-id-5-16-od-x-1-4-long/5bd8988461a10d5915a535ad/large_thumb.jpg?c=1540921476,AndyMark/am-3424.jpg,1.0,0.0,0.0,null
292,am-1360,10-32 x 3/8 in. SHCS [Qty-50],10-32 x 3/8 in. long Socket Head Cap Screw,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-32-x-3-8-in-shcs-qty-50/am_1360/5bd3e34e61a10d27d243333e/large_thumb.jpg?c=1540612942,AndyMark/am-1360.jpg,7.0,0.0,0.0,null
293,am-2543,Hi-Tec Servo Model HS-485HB,Manufactured by Hi-Tec RCD USA HS-485HB updates the very popular HS-475HB by adding more torque and greater speed. With a top ball bearing :  heavy duty :  high impact Karbonite™ gears and high per...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/hi-tec-servo-model-hs-485hb/am_2543/5bd497d961a10d27d2433440/large_thumb.jpg?c=1540659161,AndyMark/am-2543.jpg,23.0,0.0,0.0,null
294,am-3462_maroon,2 in. Compliant Wheel :  1/2 in. Hex Bore :  45A Du...,Specifications: Material Durometer: 45A Material: TPU Diameter: 2" Thickness: 0.5" Bore: 0.425" (Interference fit for 1/2" Hex)Maximum RPM: 10000 RPMWeight: 0.032 Lbs,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-compliant-wheel-1-2-in-hex-bore-45a-durometer/5bd89da961a10d5935a534d6/large_thumb.jpg?c=1540922793,AndyMark/am-3462_maroon.jpg,6.0,0.0,0.0,null
295,am-3224,FTC 4 in. Duraomni Wheel Kit,NOTE: This does not come with a hub. Check out our Nubs to find the one for you!Product Overview:4" Duraomni Wheel with the conversion plate to directly attach to the Tetrix Hardware. The same whee...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/ftc-4-in-duraomni-wheel-kit/5bd36dc761a10d29549645d6/large_thumb.jpg?c=1540582855,AndyMark/am-3224.jpg,27.0,0.0,0.0,null
296,am-3410,PG Hex Coupling,This is a unique coupling designed intended to join together the 10mm diameter output shaft of a PG gearmotor with a 3/8" hex shaft. Thanks to the clamping design :  this coupling is compliant enough...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pg-hex-coupling/5bd897f161a10d5915a53594/large_thumb.jpg?c=1540921329,AndyMark/am-3410.jpg,10.0,0.0,0.0,null
297,am-2380,Fitting :  Cross :  Brass :  1/8 in. NPT :  3 F :  1 M,This is a Nickel plated Brass cross union with three (3) Female connections with 1/8 NPT thread and one (1) male connection at 1/8 NPT. This part can replace heavier brass manifold pieces and make...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/fitting-cross-brass-1-8-in-npt-3-f-1-m/am_2380/5bd497c561a10d27d243340e/large_thumb.jpg?c=1540659141,AndyMark/am-2380.jpg,4.0,0.0,0.0,null
298,am-2231b,0.375 in. Hex Hub with 5/8 in. Counterbore,This hub features a 0.375 in hex bore and fits all AndyMark wheels. The bolt 1.875 in. diameter bolt circle has six holes evenly spaced. The hex broach is consistently cut to be aligned with the ho...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/0-375-in-hex-hub-with-5-8-in-counterbore/am_2231b/5bd497ac61a10d27d24333b3/large_thumb.jpg?c=1540659116,AndyMark/am-2231b.jpg,12.5,0.0,0.0,null
299,am-3032,7/64 Hex Key Driver with Handle,Used for the installation and removal of all types of hex fasteners. Ball end tool design also allows access to hex fasteners in difficult to reach and obstructed locations. Ball End tip screwdrive...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/7-64-hex-key-driver-with-handle/5bd3569a61a10d293f96465a/large_thumb.jpg?c=1540576922,AndyMark/am-3032.jpg,4.5,0.0,0.0,null
300,am-3308,40 Tooth Absolute Encoder Gear for Swerve & Steer,This gear attaches onto an absolute encoder such as am-2899 and meshes with the gears of the Swerve &amp; Steer module am-3009 to provide position feedback to a robot. In order to make this part wo...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/40-tooth-absolute-encoder-gear-for-swerve-steer/5bd3781961a10d2967964411/large_thumb.jpg?c=1540585497,AndyMark/am-3308.jpg,11.0,0.0,0.0,null
301,am-0207a,250 Sprocket and Pulley Spacer,The 250 sprocket spacer can be used when there is more space needed between chain and a mounted part. This spacer can also be used to mount our Pulley :  42 Tooth (am-2234) to our line of Plaction an...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/250-sprocket-and-pulley-spacer/5bd302f561a10d2918964309/large_thumb.jpg?c=1540612841,AndyMark/am-0207a.jpg,4.0,0.0,0.0,null
302,am-3762,36:1 CIM Sport with 1/2 in. Hex Output,The gearbox has a gear ratio of 36:1 with a ½ in. Hex Output. A free packet of red tacky grease (am-2768) is included with every gearbox purchased. This grease must be used to coat every intern...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/36-1-cim-sport-with-1-2-in-hex-output/5bdc4f8261a10d06c843d324/large_thumb.jpg?c=1541164930,AndyMark/am-3762.jpg,96.0,0.0,0.0,null
303,am-2939,Battery Tray for AM14U Series,This battery tray mounts perfectly into the AM14U2 and AM14U3 chassis. The bungee then secures batteries into the tray.An example usages can be found in the How To/Pictures Tab of this page.Multipl...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/battery-tray-for-am14u-series/5bd34e1261a10d293f9644af/large_thumb.jpg?c=1540574738,AndyMark/am-2939.jpg,25.0,0.0,0.0,null
304,am-3554,NavX Micro Navigation Sensor,Product Overview: navX-Micro is a 9-axis inertial/magnetic sensor and motion processor. Designed for plug-n-play installation onto robots such as those used in the FIRST Technology Challenge (FTC) ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/navx-micro-navigation-sensor/5bdc51c661a10d06ee43d0f2/large_thumb.jpg?c=1541165510,AndyMark/am-3554.jpg,79.0,0.0,0.0,null
305,am-3748,Victor SPX Motor Controller,The Victor 883 Motor Controller :  revolutionary for its time :  was the first product ever designed by Innovation First. Nearly twenty years later :  the Victor SPX is the fifth generation of motor cont...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/victor-spx-motor-controller/5bd8b8b361a10d5948a53680/large_thumb.jpg?c=1540929715,AndyMark/am-3748.jpg,50.0,0.0,0.0,null
306,am-3316,6 in. Plaction Wheel with Blue Nitrile Tread,Plaction wheels are a lightweight wheel made of strong molded polycarbonate. This six inch diameter wheel has high traction blue nitrile roughtop tread. High performance plastic and high traction :  ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/6-in-plaction-wheel-with-blue-nitrile-tread/5bd3795a61a10d2967964453/large_thumb.jpg?c=1540585818,AndyMark/am-3316.jpg,0.0,0.0,0.0,null
307,am-14u3-SD,AM14U3 Square Deal Edition,The AM14U3 Square Deal Edition is a chassis we've configured to be available at a great value compared to the standard AM14U3. There are three key changes:This kit uses 4" HiGrip Wheels instead of ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/am14u3-square-deal-edition/5bd319d861a10d291896442d/large_thumb.jpg?c=1540561368,AndyMark/am-14u3-SD.jpg,438.0,0.0,0.0,null
308,am-3517,Actuator :  L16-R :  140mm Stroke :  35:1 :  6v,This linear servos operates as a direct replacement for standard analog rotary servos. They use the same standard 3 wire connector :  ground power and control. Regardless of how you drive your servos...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/actuator-l16-r-140mm-stroke-35-1-6v/5bdc523761a10d06db43d1bd/large_thumb.jpg?c=1541165623,AndyMark/am-3517.jpg,70.0,0.0,0.0,null
309,am-2361,39 Tooth HTD Plastic Drive Pulley Kit,Here is a 39 tooth HTD profile pulley :  fitting the Gates belts (104 tooth :  160 tooth) on the 30" C-Base Chassis. This pulley can fit on the output shaft of a gearbox :  if the shaft is 1/2" round w...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/39-tooth-htd-plastic-drive-pulley-kit/am_2361/5bd497c361a10d27d2433404/large_thumb.jpg?c=1540659139,AndyMark/am-2361.jpg,0.0,0.0,0.0,null
310,am-2257,Valve :  hand :  1/8 NPT :  1/4 push-in fitting,This is an inexpensive manual dump valve (aka: vent valve). One end is a 1/4" push-in-connector :  the other end is a 1/8" NPT Thread. An easy turn knob allows for the air flow to be stopped.,1,https://andymark-weblinc.netdna-ssl.com/product_images/valve-hand-1-8-npt-1-4-push-in-fitting/am_2257/5bd497b261a10d27d24333c9/large_thumb.jpg?c=1540659122,AndyMark/am-2257.jpg,3.5,0.0,0.0,null
311,am-2944,Gaffers Tape - Black,Description: Gaffers Tape is a strong :  tough :  cotton cloth pressure-sensitive tape with strong adhesive properties. It's much like duct tape but leave no residue. Learn more about it.,1,https://andymark-weblinc.netdna-ssl.com/product_images/gaffers-tape-black/5bd34e4c61a10d293f9644b9/large_thumb.jpg?c=1540574796,AndyMark/am-2944.jpg,23.0,0.0,0.0,null
312,am-3562_blue,4 in. Compliant Wheel :  3/8 in. Hex Bore :  50A Du...,This is a blue 4 in. Compliant wheel that has a 3/8 in. Hex bore and a durometer of 50A.,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-compliant-wheel-3-8-in-hex-bore-50a-durometer/5bd8c3cf61a10d595ca534c9/large_thumb.jpg?c=1540932559,AndyMark/am-3562_blue.jpg,8.0,0.0,0.0,null
313,am-0149,50T 20DP 0.375 in. Hex Bore :  Steel Gear,,1,https://andymark-weblinc.netdna-ssl.com/product_images/50t-20dp-0-375-in-hex-bore-steel-gear/am_0149/5bd3e2e061a10d27d24331e8/large_thumb.jpg?c=1540612832,AndyMark/am-0149.jpg,17.0,0.0,0.0,null
314,am-3596,LED Ring :  White,Whether your robot is doing vision tracking or you want to brighten up a demo robot :  this white LED ring is a powerful tool. This ring emits a cool white (6000 Kelvin) light which can illuminate re...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/led-ring-white/5bdc55f061a10d06db43d367/large_thumb.jpg?c=1541166576,AndyMark/am-3596.jpg,9.0,0.0,0.0,null
315,am-0176,19T 20DP 0.375 in. Hex Bore :  Steel Gear,This gear can be used in the Toughbox :  replacing the 14 tooth small cluster gear. It can be paired with a 45 Tooth Large Output Gear :  in order to increase the output speed of the Toughbox. Stand...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/19t-20dp-0-375-in-hex-bore-steel-gear/am_0176/5bd3e2e461a10d27d24331f3/large_thumb.jpg?c=1540612836,AndyMark/am-0176.jpg,12.0,0.0,0.0,null
316,am-2580a,FIRST Tech Challenge Field Link,This link is used in the FIRST Tech Challenge field perimeter :  am-0481a :  to connect panels.,1,https://andymark-weblinc.netdna-ssl.com/product_images/first-tech-challenge-field-link/am_2580a/5bd497de61a10d27d2433453/large_thumb.jpg?c=1540659166,AndyMark/am-2580a.jpg,2.5,0.0,0.0,null
317,am-2218,PWM Cable Kit (10 each 12 in. : 24 in. : 36 in.),This is a bundle of PWM cables. 20 gauge wire is used in these cables :  and the body of the cable is jacketed with black heat shrink tubing. Notice that these are not 3-wire ribbon cables :  like all ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pwm-cable-kit-10-each-12-in-24-in-36-in/am_2218/5bd497aa61a10d27d24333ad/large_thumb.jpg?c=1540659114,AndyMark/am-2218.jpg,83.0,0.0,0.0,null
318,am-2869,Collar Clamp :  3/8 Hex Bore :  2 Pc with Flats,,1,https://andymark-weblinc.netdna-ssl.com/product_images/collar-clamp-3-8-hex-bore-2-pc-with-flats/5bd3440f61a10d293f964332/large_thumb.jpg?c=1540572175,AndyMark/am-2869.jpg,8.25,0.0,0.0,null
319,am-1047,10-32 x 3/4 in. SHCS - Bulk Qty,Specifications: Material: Steel Coating: Zinc Plated Thread: 10-32 Length: 3/4" Head: Socket Head Cap Screw,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-32-x-3-4-in-shcs-bulk-qty/am_1047/5bd3e33661a10d27d24332ef/large_thumb.jpg?c=1540612918,AndyMark/am-1047.jpg,0.15,0.0,0.0,null
320,am-0698,Robot Side Red & Black Power Cable,This is a handy cable is used to connect the negative(black) lead of the battery to the Power Distribution Panel and the positive(red) lead to the 120 Amp breaker. The cable is made of 6 gauge mul...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/robot-side-red-black-power-cable/am_0698/5bd3e31261a10d27d2433279/large_thumb.jpg?c=1540612882,AndyMark/am-0698.jpg,18.0,0.0,0.0,null
321,am-3469,2017 AM14U3 Front Mount Bumper Bracket,The front mount bumper bracket is designed for the AM14U3 and provides a robust backing for mounting bumpers.,1,https://andymark-weblinc.netdna-ssl.com/product_images/2017-am14u3-front-mount-bumper-bracket/5bd89e4161a10d5935a534f6/large_thumb.jpg?c=1540922945,AndyMark/am-3469.jpg,4.0,0.0,0.0,null
322,am-0179,45T 20DP 0.5 in. Hex Bore :  Steel Gear,This gear can be used in the Toughbox series gearboxes :  replacing the 50 Tooth Large Output Gear. It can be paired with a 19 Tooth Small Cluster Gear :  in order to increase the output speed of the T...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/45t-20dp-0-5-in-hex-bore-steel-gear/am_0179/5bd3e2e461a10d27d24331f6/large_thumb.jpg?c=1540612837,AndyMark/am-0179.jpg,17.0,0.0,0.0,null
323,AM_NOID_1,S3 Extrusion,S3 Tubing is part of AndyMark's system for building Simple Super Structure! These custom aluminum tubes are designed to allow FIRST Tech Challenge and others building toaster-to-microwave-sized rob...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/s3-tubing-options/5bdc6401fe93c64d22cab72b/large_thumb.jpg?c=1541170177,AndyMark/AM_NOID_1.jpg,0.0,0.0,0.0,null
324,am-2916,RGB LED Light Strip :  8.2ft :  Individually Addres...,There are 60 RGB LEDs per meter :  and you can control each LED individually! You can set the color of each LED's red :  green and blue component with 8-bit PWM precision (24-bit color per pixel). The ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rgb-led-light-strip-8-2ft-individually-addressable/5bd348a061a10d293f9643c5/large_thumb.jpg?c=1540573344,AndyMark/am-2916.jpg,55.0,0.0,0.0,null
325,am-2300,Collar Clamp :  3/8 in. Hex Bore :  Aluminum,Aluminum Clamp On Shaft Collar :  3/8" Hex Bore This is a wide :  heavy duty :  collar clamp.,1,https://andymark-weblinc.netdna-ssl.com/product_images/collar-clamp-3-8-in-hex-bore-aluminum/am_2300/5bd497b861a10d27d24333dd/large_thumb.jpg?c=1540659128,AndyMark/am-2300.jpg,6.0,0.0,0.0,null
326,am-3290,6 in. DuraOmni Wheel with 1/2 in. Bearings,This Heavy Duty (HD) omni wheel is a vast improvement over our older 6" omni wheels and other wheels on the market. The body has been totally redesigned with durability and mobility in mind. The de...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/6-in-duraomni-wheel-with-1-2-in-bearings/5bd375a861a10d29679643ca/large_thumb.jpg?c=1540584872,AndyMark/am-3290.jpg,39.0,0.0,0.0,null
327,am-3630,#25 24 Tooth 0.375 in. Hex Sprocket,This is 24 tooth sprocket with a 0.375 in. Hex bore.,1,https://andymark-weblinc.netdna-ssl.com/product_images/25-24-tooth-0-375-in-hex-sprocket/5bd8a37761a10d5935a53600/large_thumb.jpg?c=1540924279,AndyMark/am-3630.jpg,6.0,0.0,0.0,null
328,am-3851,4 Gauge Robot Side Red & Black Power Cable,This four gauge power cable is used on the robot to connect a 120 Amp Breaker (am-0282) and a Power Distribution Panel (am-2856) to a power component. This multi-strand wire is securely crimped and...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-gauge-robot-side-red-black-power-cable/5bd8b55e61a10d5948a53603/large_thumb.jpg?c=1540928862,AndyMark/am-3851.jpg,20.0,0.0,0.0,null
329,am-3442a,6 mm Round Bore Single Boss Nub w/Set Screw,The nub is a series of hubs intended to connect motion components to spinning shafts :  like sprockets gears :  pulleys and wheels. It supports the output shaft of the AndyMark NeveRest motors as well ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/6-mm-round-bore-single-boss-nub-w-set-screw/5bd89b4b61a10d5915a5369c/large_thumb.jpg?c=1540922187,AndyMark/am-3442a.jpg,5.5,0.0,0.0,null
